,year,game_name,trend_value,clean_name,key
1832,2019,Daybreak,26,daybreak,2019_daybreak
1833,2020,Daybreak,12,daybreak,2020_daybreak
1834,2021,Daybreak,7,daybreak,2021_daybreak
1835,2022,Daybreak,43,daybreak,2022_daybreak
1836,2023,Daybreak,101,daybreak,2023_daybreak
1837,2024,Daybreak,249,daybreak,2024_daybreak
1838,2025,Daybreak,228,daybreak,2025_daybreak
1839,2026,Daybreak,62,daybreak,2026_daybreak
1849,2013,Challengers!,11,challengers,2013_challengers
1853,2017,Challengers!,9,challengers,2017_challengers
1854,2018,Challengers!,18,challengers,2018_challengers
1856,2020,Challengers!,9,challengers,2020_challengers
1857,2021,Challengers!,91,challengers,2021_challengers
1858,2022,Challengers!,207,challengers,2022_challengers
1859,2023,Challengers!,639,challengers,2023_challengers
1860,2024,Challengers!,548,challengers,2024_challengers
1861,2025,Challengers!,367,challengers,2025_challengers
1862,2026,Challengers!,163,challengers,2026_challengers
1865,2006,Living Forest,100,living forest,2006_living forest
1868,2009,Living Forest,24,living forest,2009_living forest
1880,2021,Living Forest,33,living forest,2021_living forest
1881,2022,Living Forest,365,living forest,2022_living forest
1882,2023,Living Forest,230,living forest,2023_living forest
1883,2024,Living Forest,146,living forest,2024_living forest
1884,2025,Living Forest,139,living forest,2025_living forest
1885,2026,Living Forest,44,living forest,2026_living forest
1893,2011,Paleo,14,paleo,2011_paleo
1895,2013,Paleo,89,paleo,2013_paleo
1896,2014,Paleo,88,paleo,2014_paleo
1897,2015,Paleo,80,paleo,2015_paleo
1898,2016,Paleo,49,paleo,2016_paleo
1899,2017,Paleo,19,paleo,2017_paleo
1900,2018,Paleo,26,paleo,2018_paleo
1901,2019,Paleo,25,paleo,2019_paleo
1902,2020,Paleo,142,paleo,2020_paleo
1903,2021,Paleo,597,paleo,2021_paleo
1904,2022,Paleo,567,paleo,2022_paleo
1905,2023,Paleo,416,paleo,2023_paleo
1906,2024,Paleo,394,paleo,2024_paleo
1907,2025,Paleo,324,paleo,2025_paleo
1908,2026,Paleo,119,paleo,2026_paleo
1912,2007,Die Quacksalber von Quedlinburg,100,die quacksalber von quedlinburg,2007_die quacksalber von quedlinburg
1923,2018,Die Quacksalber von Quedlinburg,22,die quacksalber von quedlinburg,2018_die quacksalber von quedlinburg
1945,2017,EXIT: The Game,245,exit the game,2017_exit the game
1946,2018,EXIT: The Game,329,exit the game,2018_exit the game
1947,2019,EXIT: The Game,358,exit the game,2019_exit the game
1948,2020,EXIT: The Game,461,exit the game,2020_exit the game
1949,2021,EXIT: The Game,269,exit the game,2021_exit the game
1950,2022,EXIT: The Game,346,exit the game,2022_exit the game
1951,2023,EXIT: The Game,332,exit the game,2023_exit the game
1952,2024,EXIT: The Game,335,exit the game,2024_exit the game
1953,2025,EXIT: The Game,443,exit the game,2025_exit the game
1954,2026,EXIT: The Game,170,exit the game,2026_exit the game
1966,2015,Sherlock Holmes: Consulting Detective,82,sherlock holmes consulting detective,2015_sherlock holmes consulting detective
1967,2016,Sherlock Holmes: Consulting Detective,126,sherlock holmes consulting detective,2016_sherlock holmes consulting detective
1968,2017,Sherlock Holmes: Consulting Detective,295,sherlock holmes consulting detective,2017_sherlock holmes consulting detective
1969,2018,Sherlock Holmes: Consulting Detective,130,sherlock holmes consulting detective,2018_sherlock holmes consulting detective
1970,2019,Sherlock Holmes: Consulting Detective,96,sherlock holmes consulting detective,2019_sherlock holmes consulting detective
1971,2020,Sherlock Holmes: Consulting Detective,286,sherlock holmes consulting detective,2020_sherlock holmes consulting detective
1972,2021,Sherlock Holmes: Consulting Detective,54,sherlock holmes consulting detective,2021_sherlock holmes consulting detective
1973,2022,Sherlock Holmes: Consulting Detective,150,sherlock holmes consulting detective,2022_sherlock holmes consulting detective
1974,2023,Sherlock Holmes: Consulting Detective,97,sherlock holmes consulting detective,2023_sherlock holmes consulting detective
1975,2024,Sherlock Holmes: Consulting Detective,236,sherlock holmes consulting detective,2024_sherlock holmes consulting detective
1977,2026,Sherlock Holmes: Consulting Detective,7,sherlock holmes consulting detective,2026_sherlock holmes consulting detective
1978,2004,Clue: The Great Museum Caper,100,clue the great museum caper,2004_clue the great museum caper
1990,2016,Clue: The Great Museum Caper,3,clue the great museum caper,2016_clue the great museum caper
2008,2011,Lapis,100,lapis,2011_lapis
2009,2012,Lapis,71,lapis,2012_lapis
2012,2015,Lapis,85,lapis,2015_lapis
2013,2016,Lapis,97,lapis,2016_lapis
2014,2017,Lapis,82,lapis,2017_lapis
2016,2019,Lapis,40,lapis,2019_lapis
2017,2020,Lapis,188,lapis,2020_lapis
2018,2021,Lapis,378,lapis,2021_lapis
2019,2022,Lapis,277,lapis,2022_lapis
2020,2023,Lapis,283,lapis,2023_lapis
2021,2024,Lapis,101,lapis,2024_lapis
2022,2025,Lapis,155,lapis,2025_lapis
2023,2026,Lapis,187,lapis,2026_lapis
2033,2013,Pyramis,191,pyramis,2013_pyramis
2046,2026,Pyramis,6,pyramis,2026_pyramis
2047,2004,Set,525,set,2004_set
2048,2005,Set,448,set,2005_set
2049,2006,Set,387,set,2006_set
2050,2007,Set,341,set,2007_set
2051,2008,Set,356,set,2008_set
2052,2009,Set,346,set,2009_set
2053,2010,Set,312,set,2010_set
2054,2011,Set,306,set,2011_set
2055,2012,Set,319,set,2012_set
2056,2013,Set,311,set,2013_set
2057,2014,Set,329,set,2014_set
2058,2015,Set,331,set,2015_set
2059,2016,Set,339,set,2016_set
2060,2017,Set,364,set,2017_set
2061,2018,Set,366,set,2018_set
2062,2019,Set,394,set,2019_set
2063,2020,Set,565,set,2020_set
2064,2021,Set,524,set,2021_set
2065,2022,Set,494,set,2022_set
2066,2023,Set,549,set,2023_set
2067,2024,Set,568,set,2024_set
2068,2025,Set,627,set,2025_set
2069,2026,Set,306,set,2026_set
2070,2004,Abalone,93,abalone,2004_abalone
2071,2005,Abalone,301,abalone,2005_abalone
2072,2006,Abalone,136,abalone,2006_abalone
2073,2007,Abalone,223,abalone,2007_abalone
2074,2008,Abalone,165,abalone,2008_abalone
2075,2009,Abalone,198,abalone,2009_abalone
2076,2010,Abalone,196,abalone,2010_abalone
2077,2011,Abalone,178,abalone,2011_abalone
2078,2012,Abalone,158,abalone,2012_abalone
2079,2013,Abalone,142,abalone,2013_abalone
2080,2014,Abalone,122,abalone,2014_abalone
2081,2015,Abalone,148,abalone,2015_abalone
2082,2016,Abalone,141,abalone,2016_abalone
2083,2017,Abalone,145,abalone,2017_abalone
2084,2018,Abalone,162,abalone,2018_abalone
2085,2019,Abalone,159,abalone,2019_abalone
2086,2020,Abalone,202,abalone,2020_abalone
2087,2021,Abalone,151,abalone,2021_abalone
2088,2022,Abalone,140,abalone,2022_abalone
2089,2023,Abalone,145,abalone,2023_abalone
2090,2024,Abalone,142,abalone,2024_abalone
2091,2025,Abalone,146,abalone,2025_abalone
2092,2026,Abalone,48,abalone,2026_abalone
2093,2004,Scattergories,137,scattergories,2004_scattergories
2094,2005,Scattergories,203,scattergories,2005_scattergories
2095,2006,Scattergories,188,scattergories,2006_scattergories
2096,2007,Scattergories,205,scattergories,2007_scattergories
2097,2008,Scattergories,205,scattergories,2008_scattergories
2098,2009,Scattergories,249,scattergories,2009_scattergories
2099,2010,Scattergories,238,scattergories,2010_scattergories
2100,2011,Scattergories,234,scattergories,2011_scattergories
2101,2012,Scattergories,229,scattergories,2012_scattergories
2102,2013,Scattergories,217,scattergories,2013_scattergories
2103,2014,Scattergories,227,scattergories,2014_scattergories
2104,2015,Scattergories,229,scattergories,2015_scattergories
2105,2016,Scattergories,240,scattergories,2016_scattergories
2106,2017,Scattergories,248,scattergories,2017_scattergories
2107,2018,Scattergories,235,scattergories,2018_scattergories
2108,2019,Scattergories,239,scattergories,2019_scattergories
2109,2020,Scattergories,574,scattergories,2020_scattergories
2110,2021,Scattergories,333,scattergories,2021_scattergories
2111,2022,Scattergories,392,scattergories,2022_scattergories
2112,2023,Scattergories,305,scattergories,2023_scattergories
2113,2024,Scattergories,291,scattergories,2024_scattergories
2114,2025,Scattergories,339,scattergories,2025_scattergories
2115,2026,Scattergories,100,scattergories,2026_scattergories
2116,2004,Taboo,460,taboo,2004_taboo
2117,2005,Taboo,435,taboo,2005_taboo
2118,2006,Taboo,482,taboo,2006_taboo
2119,2007,Taboo,431,taboo,2007_taboo
2120,2008,Taboo,471,taboo,2008_taboo
2121,2009,Taboo,492,taboo,2009_taboo
2122,2010,Taboo,452,taboo,2010_taboo
2123,2011,Taboo,455,taboo,2011_taboo
2124,2012,Taboo,414,taboo,2012_taboo
2125,2013,Taboo,361,taboo,2013_taboo
2126,2014,Taboo,350,taboo,2014_taboo
2127,2015,Taboo,363,taboo,2015_taboo
2128,2016,Taboo,345,taboo,2016_taboo
2129,2017,Taboo,390,taboo,2017_taboo
2130,2018,Taboo,387,taboo,2018_taboo
2131,2019,Taboo,360,taboo,2019_taboo
2132,2020,Taboo,379,taboo,2020_taboo
2133,2021,Taboo,310,taboo,2021_taboo
2134,2022,Taboo,305,taboo,2022_taboo
2135,2023,Taboo,315,taboo,2023_taboo
2136,2024,Taboo,320,taboo,2024_taboo
2137,2025,Taboo,335,taboo,2025_taboo
2138,2026,Taboo,106,taboo,2026_taboo
2140,2005,TriBond,217,tribond,2005_tribond
2141,2006,TriBond,330,tribond,2006_tribond
2142,2007,TriBond,303,tribond,2007_tribond
2143,2008,TriBond,202,tribond,2008_tribond
2144,2009,TriBond,244,tribond,2009_tribond
2145,2010,TriBond,225,tribond,2010_tribond
2146,2011,TriBond,174,tribond,2011_tribond
2147,2012,TriBond,155,tribond,2012_tribond
2148,2013,TriBond,119,tribond,2013_tribond
2149,2014,TriBond,132,tribond,2014_tribond
2150,2015,TriBond,138,tribond,2015_tribond
2151,2016,TriBond,125,tribond,2016_tribond
2152,2017,TriBond,122,tribond,2017_tribond
2153,2018,TriBond,114,tribond,2018_tribond
2154,2019,TriBond,112,tribond,2019_tribond
2155,2020,TriBond,103,tribond,2020_tribond
2156,2021,TriBond,94,tribond,2021_tribond
2157,2022,TriBond,88,tribond,2022_tribond
2158,2023,TriBond,91,tribond,2023_tribond
2159,2024,TriBond,88,tribond,2024_tribond
2160,2025,TriBond,73,tribond,2025_tribond
2161,2026,TriBond,27,tribond,2026_tribond
2165,2007,Trivial Pursuit: Genus Edition,100,trivial pursuit genus edition,2007_trivial pursuit genus edition
2186,2005,SCOUT,100,scout,2005_scout
2187,2006,SCOUT,96,scout,2006_scout
2188,2007,SCOUT,274,scout,2007_scout
2189,2008,SCOUT,340,scout,2008_scout
2190,2009,SCOUT,374,scout,2009_scout
2191,2010,SCOUT,310,scout,2010_scout
2192,2011,SCOUT,346,scout,2011_scout
2193,2012,SCOUT,323,scout,2012_scout
2194,2013,SCOUT,300,scout,2013_scout
2195,2014,SCOUT,285,scout,2014_scout
2196,2015,SCOUT,296,scout,2015_scout
2197,2016,SCOUT,253,scout,2016_scout
2198,2017,SCOUT,247,scout,2017_scout
2199,2018,SCOUT,275,scout,2018_scout
2200,2019,SCOUT,255,scout,2019_scout
2201,2020,SCOUT,256,scout,2020_scout
2202,2021,SCOUT,202,scout,2021_scout
2203,2022,SCOUT,368,scout,2022_scout
2204,2023,SCOUT,430,scout,2023_scout
2205,2024,SCOUT,551,scout,2024_scout
2206,2025,SCOUT,541,scout,2025_scout
2207,2026,SCOUT,229,scout,2026_scout
2216,2012,Hibachi,100,hibachi,2012_hibachi
2223,2019,Hibachi,75,hibachi,2019_hibachi
2225,2021,Hibachi,97,hibachi,2021_hibachi
2226,2022,Hibachi,333,hibachi,2022_hibachi
2227,2023,Hibachi,309,hibachi,2023_hibachi
2228,2024,Hibachi,112,hibachi,2024_hibachi
2229,2025,Hibachi,36,hibachi,2025_hibachi
2230,2026,Hibachi,140,hibachi,2026_hibachi
2238,2011,Kingdom Builder,30,kingdom builder,2011_kingdom builder
2239,2012,Kingdom Builder,323,kingdom builder,2012_kingdom builder
2240,2013,Kingdom Builder,249,kingdom builder,2013_kingdom builder
2241,2014,Kingdom Builder,227,kingdom builder,2014_kingdom builder
2242,2015,Kingdom Builder,197,kingdom builder,2015_kingdom builder
2243,2016,Kingdom Builder,151,kingdom builder,2016_kingdom builder
2244,2017,Kingdom Builder,124,kingdom builder,2017_kingdom builder
2245,2018,Kingdom Builder,109,kingdom builder,2018_kingdom builder
2246,2019,Kingdom Builder,93,kingdom builder,2019_kingdom builder
2247,2020,Kingdom Builder,113,kingdom builder,2020_kingdom builder
2248,2021,Kingdom Builder,70,kingdom builder,2021_kingdom builder
2249,2022,Kingdom Builder,68,kingdom builder,2022_kingdom builder
2250,2023,Kingdom Builder,58,kingdom builder,2023_kingdom builder
2251,2024,Kingdom Builder,61,kingdom builder,2024_kingdom builder
2252,2025,Kingdom Builder,42,kingdom builder,2025_kingdom builder
2253,2026,Kingdom Builder,14,kingdom builder,2026_kingdom builder
2265,2015,La Tripulación,100,la tripulacin,2015_la tripulacin
2282,2009,El Dorado,59,el dorado,2009_el dorado
2285,2012,El Dorado,70,el dorado,2012_el dorado
2286,2013,El Dorado,37,el dorado,2013_el dorado
2287,2014,El Dorado,38,el dorado,2014_el dorado
2288,2015,El Dorado,84,el dorado,2015_el dorado
2289,2016,El Dorado,54,el dorado,2016_el dorado
2290,2017,El Dorado,334,el dorado,2017_el dorado
2291,2018,El Dorado,393,el dorado,2018_el dorado
2292,2019,El Dorado,490,el dorado,2019_el dorado
2293,2020,El Dorado,620,el dorado,2020_el dorado
2294,2021,El Dorado,524,el dorado,2021_el dorado
2295,2022,El Dorado,603,el dorado,2022_el dorado
2296,2023,El Dorado,603,el dorado,2023_el dorado
2297,2024,El Dorado,643,el dorado,2024_el dorado
2298,2025,El Dorado,604,el dorado,2025_el dorado
2299,2026,El Dorado,236,el dorado,2026_el dorado
2313,2017,Dice Forge,367,dice forge,2017_dice forge
2314,2018,Dice Forge,365,dice forge,2018_dice forge
2315,2019,Dice Forge,319,dice forge,2019_dice forge
2316,2020,Dice Forge,284,dice forge,2020_dice forge
2317,2021,Dice Forge,168,dice forge,2021_dice forge
2318,2022,Dice Forge,229,dice forge,2022_dice forge
2319,2023,Dice Forge,233,dice forge,2023_dice forge
2320,2024,Dice Forge,142,dice forge,2024_dice forge
2321,2025,Dice Forge,121,dice forge,2025_dice forge
2322,2026,Dice Forge,24,dice forge,2026_dice forge
2329,2010,Jaipur,66,jaipur,2010_jaipur
2330,2011,Jaipur,98,jaipur,2011_jaipur
2331,2012,Jaipur,208,jaipur,2012_jaipur
2332,2013,Jaipur,226,jaipur,2013_jaipur
2333,2014,Jaipur,333,jaipur,2014_jaipur
2334,2015,Jaipur,372,jaipur,2015_jaipur
2335,2016,Jaipur,427,jaipur,2016_jaipur
2336,2017,Jaipur,530,jaipur,2017_jaipur
2337,2018,Jaipur,586,jaipur,2018_jaipur
2338,2019,Jaipur,595,jaipur,2019_jaipur
2339,2020,Jaipur,590,jaipur,2020_jaipur
2340,2021,Jaipur,503,jaipur,2021_jaipur
2341,2022,Jaipur,679,jaipur,2022_jaipur
2342,2023,Jaipur,759,jaipur,2023_jaipur
2343,2024,Jaipur,829,jaipur,2024_jaipur
2344,2025,Jaipur,813,jaipur,2025_jaipur
2345,2026,Jaipur,327,jaipur,2026_jaipur
2347,2005,Las Leyendas de Andor,100,las leyendas de andor,2005_las leyendas de andor
2364,2022,Las Leyendas de Andor,4,las leyendas de andor,2022_las leyendas de andor
2379,2014,Santiago de Cuba,154,santiago de cuba,2014_santiago de cuba
2380,2015,Santiago de Cuba,60,santiago de cuba,2015_santiago de cuba
2382,2017,Santiago de Cuba,52,santiago de cuba,2017_santiago de cuba
2383,2018,Santiago de Cuba,100,santiago de cuba,2018_santiago de cuba
2388,2023,Santiago de Cuba,49,santiago de cuba,2023_santiago de cuba
2389,2024,Santiago de Cuba,45,santiago de cuba,2024_santiago de cuba
2391,2026,Santiago de Cuba,103,santiago de cuba,2026_santiago de cuba
2400,2012,La Isla Prohibida,100,la isla prohibida,2012_la isla prohibida
2404,2016,La Isla Prohibida,74,la isla prohibida,2016_la isla prohibida
2411,2023,La Isla Prohibida,47,la isla prohibida,2023_la isla prohibida
2413,2025,La Isla Prohibida,86,la isla prohibida,2025_la isla prohibida
2421,2010,Fauna,246,fauna,2010_fauna
2422,2011,Fauna,187,fauna,2011_fauna
2423,2012,Fauna,53,fauna,2012_fauna
2424,2013,Fauna,271,fauna,2013_fauna
2425,2014,Fauna,226,fauna,2014_fauna
2426,2015,Fauna,434,fauna,2015_fauna
2427,2016,Fauna,448,fauna,2016_fauna
2428,2017,Fauna,461,fauna,2017_fauna
2429,2018,Fauna,520,fauna,2018_fauna
2430,2019,Fauna,421,fauna,2019_fauna
2431,2020,Fauna,555,fauna,2020_fauna
2432,2021,Fauna,501,fauna,2021_fauna
2433,2022,Fauna,579,fauna,2022_fauna
2434,2023,Fauna,640,fauna,2023_fauna
2435,2024,Fauna,484,fauna,2024_fauna
2436,2025,Fauna,595,fauna,2025_fauna
2437,2026,Fauna,196,fauna,2026_fauna
2441,2007,Dixit,16,dixit,2007_dixit
2443,2009,Dixit,57,dixit,2009_dixit
2444,2010,Dixit,262,dixit,2010_dixit
2445,2011,Dixit,215,dixit,2011_dixit
2446,2012,Dixit,224,dixit,2012_dixit
2447,2013,Dixit,247,dixit,2013_dixit
2448,2014,Dixit,272,dixit,2014_dixit
2449,2015,Dixit,336,dixit,2015_dixit
2450,2016,Dixit,344,dixit,2016_dixit
2451,2017,Dixit,354,dixit,2017_dixit
2452,2018,Dixit,377,dixit,2018_dixit
2453,2019,Dixit,413,dixit,2019_dixit
2454,2020,Dixit,484,dixit,2020_dixit
2455,2021,Dixit,412,dixit,2021_dixit
2456,2022,Dixit,417,dixit,2022_dixit
2457,2023,Dixit,431,dixit,2023_dixit
2458,2024,Dixit,409,dixit,2024_dixit
2459,2025,Dixit,392,dixit,2025_dixit
2460,2026,Dixit,135,dixit,2026_dixit
2464,2007,Los pilares de la Tierra,67,los pilares de la tierra,2007_los pilares de la tierra
2465,2008,Los pilares de la Tierra,163,los pilares de la tierra,2008_los pilares de la tierra
2467,2010,Los pilares de la Tierra,289,los pilares de la tierra,2010_los pilares de la tierra
2468,2011,Los pilares de la Tierra,62,los pilares de la tierra,2011_los pilares de la tierra
2469,2012,Los pilares de la Tierra,69,los pilares de la tierra,2012_los pilares de la tierra
2470,2013,Los pilares de la Tierra,15,los pilares de la tierra,2013_los pilares de la tierra
2471,2014,Los pilares de la Tierra,50,los pilares de la tierra,2014_los pilares de la tierra
2472,2015,Los pilares de la Tierra,24,los pilares de la tierra,2015_los pilares de la tierra
2474,2017,Los pilares de la Tierra,10,los pilares de la tierra,2017_los pilares de la tierra
2475,2018,Los pilares de la Tierra,8,los pilares de la tierra,2018_los pilares de la tierra
2476,2019,Los pilares de la Tierra,15,los pilares de la tierra,2019_los pilares de la tierra
2477,2020,Los pilares de la Tierra,15,los pilares de la tierra,2020_los pilares de la tierra
2478,2021,Los pilares de la Tierra,16,los pilares de la tierra,2021_los pilares de la tierra
2480,2023,Los pilares de la Tierra,12,los pilares de la tierra,2023_los pilares de la tierra
2481,2024,Los pilares de la Tierra,8,los pilares de la tierra,2024_los pilares de la tierra
2482,2025,Los pilares de la Tierra,17,los pilares de la tierra,2025_los pilares de la tierra
2483,2026,Los pilares de la Tierra,1,los pilares de la tierra,2026_los pilares de la tierra
2492,2012,Exploradores,69,exploradores,2012_exploradores
2493,2013,Exploradores,377,exploradores,2013_exploradores
2494,2014,Exploradores,239,exploradores,2014_exploradores
2495,2015,Exploradores,281,exploradores,2015_exploradores
2496,2016,Exploradores,326,exploradores,2016_exploradores
2497,2017,Exploradores,273,exploradores,2017_exploradores
2498,2018,Exploradores,339,exploradores,2018_exploradores
2499,2019,Exploradores,565,exploradores,2019_exploradores
2500,2020,Exploradores,623,exploradores,2020_exploradores
2501,2021,Exploradores,525,exploradores,2021_exploradores
2502,2022,Exploradores,548,exploradores,2022_exploradores
2503,2023,Exploradores,699,exploradores,2023_exploradores
2504,2024,Exploradores,675,exploradores,2024_exploradores
