,year,game_name,trend_value,clean_name,key
2726,2016,Camel Up,182,camel up,2016_camel up
2727,2017,Camel Up,178,camel up,2017_camel up
2728,2018,Camel Up,158,camel up,2018_camel up
2729,2019,Camel Up,179,camel up,2019_camel up
2730,2020,Camel Up,203,camel up,2020_camel up
2731,2021,Camel Up,187,camel up,2021_camel up
2732,2022,Camel Up,230,camel up,2022_camel up
2733,2023,Camel Up,287,camel up,2023_camel up
2734,2024,Camel Up,333,camel up,2024_camel up
2735,2025,Camel Up,313,camel up,2025_camel up
2736,2026,Camel Up,109,camel up,2026_camel up
2737,2004,Hanabi,100,hanabi,2004_hanabi
2739,2006,Hanabi,38,hanabi,2006_hanabi
2741,2008,Hanabi,14,hanabi,2008_hanabi
2744,2011,Hanabi,6,hanabi,2011_hanabi
2745,2012,Hanabi,4,hanabi,2012_hanabi
2746,2013,Hanabi,171,hanabi,2013_hanabi
2747,2014,Hanabi,125,hanabi,2014_hanabi
2748,2015,Hanabi,146,hanabi,2015_hanabi
2749,2016,Hanabi,116,hanabi,2016_hanabi
2750,2017,Hanabi,97,hanabi,2017_hanabi
2751,2018,Hanabi,100,hanabi,2018_hanabi
2752,2019,Hanabi,96,hanabi,2019_hanabi
2753,2020,Hanabi,124,hanabi,2020_hanabi
2754,2021,Hanabi,82,hanabi,2021_hanabi
2755,2022,Hanabi,95,hanabi,2022_hanabi
2756,2023,Hanabi,84,hanabi,2023_hanabi
2757,2024,Hanabi,92,hanabi,2024_hanabi
2758,2025,Hanabi,99,hanabi,2025_hanabi
2759,2026,Hanabi,37,hanabi,2026_hanabi
2764,2008,Keltis,281,keltis,2008_keltis
2765,2009,Keltis,199,keltis,2009_keltis
2766,2010,Keltis,116,keltis,2010_keltis
2767,2011,Keltis,78,keltis,2011_keltis
2768,2012,Keltis,64,keltis,2012_keltis
2769,2013,Keltis,50,keltis,2013_keltis
2770,2014,Keltis,41,keltis,2014_keltis
2771,2015,Keltis,37,keltis,2015_keltis
2772,2016,Keltis,36,keltis,2016_keltis
2773,2017,Keltis,40,keltis,2017_keltis
2774,2018,Keltis,33,keltis,2018_keltis
2775,2019,Keltis,35,keltis,2019_keltis
2776,2020,Keltis,41,keltis,2020_keltis
2777,2021,Keltis,38,keltis,2021_keltis
2778,2022,Keltis,34,keltis,2022_keltis
2779,2023,Keltis,33,keltis,2023_keltis
2780,2024,Keltis,29,keltis,2024_keltis
2781,2025,Keltis,29,keltis,2025_keltis
2782,2026,Keltis,11,keltis,2026_keltis
2784,2005,Zooloretto,29,zooloretto,2005_zooloretto
2786,2007,Zooloretto,369,zooloretto,2007_zooloretto
2787,2008,Zooloretto,177,zooloretto,2008_zooloretto
2788,2009,Zooloretto,132,zooloretto,2009_zooloretto
2789,2010,Zooloretto,88,zooloretto,2010_zooloretto
2790,2011,Zooloretto,70,zooloretto,2011_zooloretto
2791,2012,Zooloretto,100,zooloretto,2012_zooloretto
2792,2013,Zooloretto,58,zooloretto,2013_zooloretto
2793,2014,Zooloretto,56,zooloretto,2014_zooloretto
2794,2015,Zooloretto,51,zooloretto,2015_zooloretto
2795,2016,Zooloretto,39,zooloretto,2016_zooloretto
2796,2017,Zooloretto,39,zooloretto,2017_zooloretto
2797,2018,Zooloretto,31,zooloretto,2018_zooloretto
2798,2019,Zooloretto,31,zooloretto,2019_zooloretto
2799,2020,Zooloretto,34,zooloretto,2020_zooloretto
2800,2021,Zooloretto,20,zooloretto,2021_zooloretto
2801,2022,Zooloretto,18,zooloretto,2022_zooloretto
2802,2023,Zooloretto,20,zooloretto,2023_zooloretto
2803,2024,Zooloretto,12,zooloretto,2024_zooloretto
2804,2025,Zooloretto,17,zooloretto,2025_zooloretto
2805,2026,Zooloretto,6,zooloretto,2026_zooloretto
2806,2004,Thurn and Taxis,100,thurn and taxis,2004_thurn and taxis
2808,2006,Thurn and Taxis,50,thurn and taxis,2006_thurn and taxis
2809,2007,Thurn and Taxis,52,thurn and taxis,2007_thurn and taxis
2810,2008,Thurn and Taxis,37,thurn and taxis,2008_thurn and taxis
2811,2009,Thurn and Taxis,19,thurn and taxis,2009_thurn and taxis
2812,2010,Thurn and Taxis,7,thurn and taxis,2010_thurn and taxis
2813,2011,Thurn and Taxis,26,thurn and taxis,2011_thurn and taxis
2814,2012,Thurn and Taxis,31,thurn and taxis,2012_thurn and taxis
2815,2013,Thurn and Taxis,52,thurn and taxis,2013_thurn and taxis
2816,2014,Thurn and Taxis,30,thurn and taxis,2014_thurn and taxis
2817,2015,Thurn and Taxis,33,thurn and taxis,2015_thurn and taxis
2818,2016,Thurn and Taxis,28,thurn and taxis,2016_thurn and taxis
2819,2017,Thurn and Taxis,24,thurn and taxis,2017_thurn and taxis
2820,2018,Thurn and Taxis,26,thurn and taxis,2018_thurn and taxis
2821,2019,Thurn and Taxis,8,thurn and taxis,2019_thurn and taxis
2822,2020,Thurn and Taxis,12,thurn and taxis,2020_thurn and taxis
2823,2021,Thurn and Taxis,16,thurn and taxis,2021_thurn and taxis
2824,2022,Thurn and Taxis,8,thurn and taxis,2022_thurn and taxis
2825,2023,Thurn and Taxis,8,thurn and taxis,2023_thurn and taxis
2826,2024,Thurn and Taxis,11,thurn and taxis,2024_thurn and taxis
2827,2025,Thurn and Taxis,17,thurn and taxis,2025_thurn and taxis
2828,2026,Thurn and Taxis,4,thurn and taxis,2026_thurn and taxis
2829,2004,Ticket to Ride,68,ticket to ride,2004_ticket to ride
2830,2005,Ticket to Ride,182,ticket to ride,2005_ticket to ride
2831,2006,Ticket to Ride,237,ticket to ride,2006_ticket to ride
2832,2007,Ticket to Ride,228,ticket to ride,2007_ticket to ride
2833,2008,Ticket to Ride,264,ticket to ride,2008_ticket to ride
2834,2009,Ticket to Ride,232,ticket to ride,2009_ticket to ride
2835,2010,Ticket to Ride,201,ticket to ride,2010_ticket to ride
2836,2011,Ticket to Ride,239,ticket to ride,2011_ticket to ride
2837,2012,Ticket to Ride,290,ticket to ride,2012_ticket to ride
2838,2013,Ticket to Ride,272,ticket to ride,2013_ticket to ride
2839,2014,Ticket to Ride,274,ticket to ride,2014_ticket to ride
2840,2015,Ticket to Ride,305,ticket to ride,2015_ticket to ride
2841,2016,Ticket to Ride,290,ticket to ride,2016_ticket to ride
2842,2017,Ticket to Ride,324,ticket to ride,2017_ticket to ride
2843,2018,Ticket to Ride,333,ticket to ride,2018_ticket to ride
2844,2019,Ticket to Ride,334,ticket to ride,2019_ticket to ride
2845,2020,Ticket to Ride,522,ticket to ride,2020_ticket to ride
2846,2021,Ticket to Ride,404,ticket to ride,2021_ticket to ride
2847,2022,Ticket to Ride,327,ticket to ride,2022_ticket to ride
2848,2023,Ticket to Ride,349,ticket to ride,2023_ticket to ride
2849,2024,Ticket to Ride,378,ticket to ride,2024_ticket to ride
2850,2025,Ticket to Ride,366,ticket to ride,2025_ticket to ride
2851,2026,Ticket to Ride,144,ticket to ride,2026_ticket to ride
2852,2004,Alhambra,231,alhambra,2004_alhambra
2853,2005,Alhambra,222,alhambra,2005_alhambra
2854,2006,Alhambra,222,alhambra,2006_alhambra
2855,2007,Alhambra,148,alhambra,2007_alhambra
2856,2008,Alhambra,152,alhambra,2008_alhambra
2857,2009,Alhambra,142,alhambra,2009_alhambra
2858,2010,Alhambra,131,alhambra,2010_alhambra
2859,2011,Alhambra,98,alhambra,2011_alhambra
2860,2012,Alhambra,104,alhambra,2012_alhambra
2861,2013,Alhambra,115,alhambra,2013_alhambra
2862,2014,Alhambra,106,alhambra,2014_alhambra
2863,2015,Alhambra,105,alhambra,2015_alhambra
2864,2016,Alhambra,88,alhambra,2016_alhambra
2865,2017,Alhambra,89,alhambra,2017_alhambra
2866,2018,Alhambra,88,alhambra,2018_alhambra
2867,2019,Alhambra,79,alhambra,2019_alhambra
2868,2020,Alhambra,100,alhambra,2020_alhambra
2869,2021,Alhambra,77,alhambra,2021_alhambra
2870,2022,Alhambra,77,alhambra,2022_alhambra
2871,2023,Alhambra,67,alhambra,2023_alhambra
2872,2024,Alhambra,69,alhambra,2024_alhambra
2873,2025,Alhambra,73,alhambra,2025_alhambra
2874,2026,Alhambra,30,alhambra,2026_alhambra
2876,2005,Villa Paletti,178,villa paletti,2005_villa paletti
2877,2006,Villa Paletti,168,villa paletti,2006_villa paletti
2878,2007,Villa Paletti,84,villa paletti,2007_villa paletti
2879,2008,Villa Paletti,23,villa paletti,2008_villa paletti
2880,2009,Villa Paletti,31,villa paletti,2009_villa paletti
2882,2011,Villa Paletti,22,villa paletti,2011_villa paletti
2883,2012,Villa Paletti,29,villa paletti,2012_villa paletti
2884,2013,Villa Paletti,30,villa paletti,2013_villa paletti
2885,2014,Villa Paletti,22,villa paletti,2014_villa paletti
2886,2015,Villa Paletti,46,villa paletti,2015_villa paletti
2887,2016,Villa Paletti,27,villa paletti,2016_villa paletti
2888,2017,Villa Paletti,25,villa paletti,2017_villa paletti
2889,2018,Villa Paletti,57,villa paletti,2018_villa paletti
2890,2019,Villa Paletti,52,villa paletti,2019_villa paletti
2891,2020,Villa Paletti,19,villa paletti,2020_villa paletti
2892,2021,Villa Paletti,15,villa paletti,2021_villa paletti
2893,2022,Villa Paletti,18,villa paletti,2022_villa paletti
2894,2023,Villa Paletti,26,villa paletti,2023_villa paletti
2895,2024,Villa Paletti,17,villa paletti,2024_villa paletti
2896,2025,Villa Paletti,20,villa paletti,2025_villa paletti
2897,2026,Villa Paletti,39,villa paletti,2026_villa paletti
2900,2006,Elfenland,260,elfenland,2006_elfenland
2901,2007,Elfenland,230,elfenland,2007_elfenland
2902,2008,Elfenland,182,elfenland,2008_elfenland
2903,2009,Elfenland,225,elfenland,2009_elfenland
2904,2010,Elfenland,265,elfenland,2010_elfenland
2905,2011,Elfenland,304,elfenland,2011_elfenland
2906,2012,Elfenland,259,elfenland,2012_elfenland
2907,2013,Elfenland,238,elfenland,2013_elfenland
2908,2014,Elfenland,247,elfenland,2014_elfenland
2909,2015,Elfenland,295,elfenland,2015_elfenland
2910,2016,Elfenland,247,elfenland,2016_elfenland
2911,2017,Elfenland,248,elfenland,2017_elfenland
2912,2018,Elfenland,184,elfenland,2018_elfenland
2913,2019,Elfenland,152,elfenland,2019_elfenland
2914,2020,Elfenland,197,elfenland,2020_elfenland
2915,2021,Elfenland,134,elfenland,2021_elfenland
2916,2022,Elfenland,110,elfenland,2022_elfenland
2917,2023,Elfenland,105,elfenland,2023_elfenland
2918,2024,Elfenland,99,elfenland,2024_elfenland
2919,2025,Elfenland,88,elfenland,2025_elfenland
2920,2026,Elfenland,45,elfenland,2026_elfenland
2937,2020,Mississippi Queen,100,mississippi queen,2020_mississippi queen
2938,2021,Mississippi Queen,92,mississippi queen,2021_mississippi queen
2939,2022,Mississippi Queen,146,mississippi queen,2022_mississippi queen
2940,2023,Mississippi Queen,76,mississippi queen,2023_mississippi queen
2942,2025,Mississippi Queen,169,mississippi queen,2025_mississippi queen
2943,2026,Mississippi Queen,99,mississippi queen,2026_mississippi queen
2944,2004,Manhattan,258,manhattan,2004_manhattan
2945,2005,Manhattan,100,manhattan,2005_manhattan
2946,2006,Manhattan,50,manhattan,2006_manhattan
2947,2007,Manhattan,51,manhattan,2007_manhattan
2948,2008,Manhattan,145,manhattan,2008_manhattan
2949,2009,Manhattan,153,manhattan,2009_manhattan
2950,2010,Manhattan,166,manhattan,2010_manhattan
2951,2011,Manhattan,253,manhattan,2011_manhattan
2952,2012,Manhattan,208,manhattan,2012_manhattan
2953,2013,Manhattan,180,manhattan,2013_manhattan
2954,2014,Manhattan,155,manhattan,2014_manhattan
2955,2015,Manhattan,172,manhattan,2015_manhattan
2956,2016,Manhattan,160,manhattan,2016_manhattan
2957,2017,Manhattan,158,manhattan,2017_manhattan
2958,2018,Manhattan,156,manhattan,2018_manhattan
2959,2019,Manhattan,136,manhattan,2019_manhattan
2960,2020,Manhattan,121,manhattan,2020_manhattan
2961,2021,Manhattan,110,manhattan,2021_manhattan
2962,2022,Manhattan,105,manhattan,2022_manhattan
2963,2023,Manhattan,102,manhattan,2023_manhattan
2964,2024,Manhattan,115,manhattan,2024_manhattan
2965,2025,Manhattan,142,manhattan,2025_manhattan
2966,2026,Manhattan,78,manhattan,2026_manhattan
2976,2013,Call My Bluff,178,call my bluff,2013_call my bluff
2980,2017,Call My Bluff,58,call my bluff,2017_call my bluff
2985,2022,Call My Bluff,39,call my bluff,2022_call my bluff
2989,2026,Call My Bluff,4,call my bluff,2026_call my bluff
3000,2014,Um Reifenbreite,100,um reifenbreite,2014_um reifenbreite
3002,2016,Um Reifenbreite,70,um reifenbreite,2016_um reifenbreite
3006,2020,Um Reifenbreite,69,um reifenbreite,2020_um reifenbreite
3012,2026,Um Reifenbreite,11,um reifenbreite,2026_um reifenbreite
3018,2009,Drunter und Drüber,199,drunter und drber,2009_drunter und drber
3027,2018,Drunter und Drüber,27,drunter und drber,2018_drunter und drber
3034,2025,Drunter und Drüber,29,drunter und drber,2025_drunter und drber
3035,2026,Drunter und Drüber,3,drunter und drber,2026_drunter und drber
3048,2016,Café International,100,caf international,2016_caf international
3059,2004,Barbarossa,100,barbarossa,2004_barbarossa
3063,2008,Barbarossa,39,barbarossa,2008_barbarossa
3064,2009,Barbarossa,17,barbarossa,2009_barbarossa
3065,2010,Barbarossa,22,barbarossa,2010_barbarossa
3066,2011,Barbarossa,72,barbarossa,2011_barbarossa
3067,2012,Barbarossa,84,barbarossa,2012_barbarossa
3068,2013,Barbarossa,70,barbarossa,2013_barbarossa
3069,2014,Barbarossa,78,barbarossa,2014_barbarossa
3070,2015,Barbarossa,64,barbarossa,2015_barbarossa
3071,2016,Barbarossa,49,barbarossa,2016_barbarossa
3072,2017,Barbarossa,65,barbarossa,2017_barbarossa
3073,2018,Barbarossa,55,barbarossa,2018_barbarossa
3074,2019,Barbarossa,47,barbarossa,2019_barbarossa
3075,2020,Barbarossa,55,barbarossa,2020_barbarossa
3076,2021,Barbarossa,36,barbarossa,2021_barbarossa
3077,2022,Barbarossa,49,barbarossa,2022_barbarossa
3078,2023,Barbarossa,44,barbarossa,2023_barbarossa
3079,2024,Barbarossa,34,barbarossa,2024_barbarossa
3080,2025,Barbarossa,42,barbarossa,2025_barbarossa
3081,2026,Barbarossa,22,barbarossa,2026_barbarossa
3083,2005,Auf Achse,100,auf achse,2005_auf achse
3084,2006,Auf Achse,37,auf achse,2006_auf achse
3085,2007,Auf Achse,105,auf achse,2007_auf achse
3086,2008,Auf Achse,141,auf achse,2008_auf achse
3087,2009,Auf Achse,168,auf achse,2009_auf achse
3088,2010,Auf Achse,141,auf achse,2010_auf achse
3089,2011,Auf Achse,135,auf achse,2011_auf achse
3090,2012,Auf Achse,138,auf achse,2012_auf achse
3091,2013,Auf Achse,144,auf achse,2013_auf achse
3092,2014,Auf Achse,126,auf achse,2014_auf achse
3093,2015,Auf Achse,131,auf achse,2015_auf achse
3094,2016,Auf Achse,153,auf achse,2016_auf achse
3095,2017,Auf Achse,125,auf achse,2017_auf achse
3096,2018,Auf Achse,150,auf achse,2018_auf achse
3097,2019,Auf Achse,158,auf achse,2019_auf achse
3098,2020,Auf Achse,190,auf achse,2020_auf achse
3099,2021,Auf Achse,155,auf achse,2021_auf achse
3100,2022,Auf Achse,127,auf achse,2022_auf achse
3101,2023,Auf Achse,149,auf achse,2023_auf achse
3102,2024,Auf Achse,119,auf achse,2024_auf achse
3103,2025,Auf Achse,146,auf achse,2025_auf achse
3104,2026,Auf Achse,45,auf achse,2026_auf achse
3105,2004,Overturn,100,overturn,2004_overturn
3114,2013,Overturn,5,overturn,2013_overturn
3119,2018,Overturn,10,overturn,2018_overturn
3143,2019,Quadrature,100,quadrature,2019_quadrature
3144,2020,Quadrature,83,quadrature,2020_quadrature
3150,2026,Quadrature,6,quadrature,2026_quadrature
3151,2004,Quarto!,100,quarto,2004_quarto
3154,2007,Quarto!,24,quarto,2007_quarto
3155,2008,Quarto!,17,quarto,2008_quarto
3156,2009,Quarto!,65,quarto,2009_quarto
3157,2010,Quarto!,51,quarto,2010_quarto
3158,2011,Quarto!,84,quarto,2011_quarto
3159,2012,Quarto!,78,quarto,2012_quarto
3160,2013,Quarto!,86,quarto,2013_quarto
3161,2014,Quarto!,101,quarto,2014_quarto
3162,2015,Quarto!,103,quarto,2015_quarto
3163,2016,Quarto!,124,quarto,2016_quarto
3164,2017,Quarto!,104,quarto,2017_quarto
3165,2018,Quarto!,107,quarto,2018_quarto
3166,2019,Quarto!,113,quarto,2019_quarto
3167,2020,Quarto!,142,quarto,2020_quarto
3168,2021,Quarto!,116,quarto,2021_quarto
3169,2022,Quarto!,124,quarto,2022_quarto
3170,2023,Quarto!,120,quarto,2023_quarto
3171,2024,Quarto!,110,quarto,2024_quarto
3172,2025,Quarto!,115,quarto,2025_quarto
3173,2026,Quarto!,51,quarto,2026_quarto
3184,2014,Kinesis,100,kinesis,2014_kinesis
3196,2026,Kinesis,48,kinesis,2026_kinesis
3206,2013,Q4,41,q4,2013_q4
3210,2017,Q4,30,q4,2017_q4
3212,2019,Q4,142,q4,2019_q4
3213,2020,Q4,218,q4,2020_q4
3214,2021,Q4,26,q4,2021_q4
3215,2022,Q4,470,q4,2022_q4
3216,2023,Q4,60,q4,2023_q4
3217,2024,Q4,226,q4,2024_q4
3218,2025,Q4,316,q4,2025_q4
3219,2026,Q4,346,q4,2026_q4
3224,2008,Terrace,183,terrace,2008_terrace
3226,2010,Terrace,547,terrace,2010_terrace
3227,2011,Terrace,366,terrace,2011_terrace
3228,2012,Terrace,483,terrace,2012_terrace
3229,2013,Terrace,458,terrace,2013_terrace
3230,2014,Terrace,508,terrace,2014_terrace
3231,2015,Terrace,512,terrace,2015_terrace
3232,2016,Terrace,498,terrace,2016_terrace
3233,2017,Terrace,545,terrace,2017_terrace
3234,2018,Terrace,519,terrace,2018_terrace
3235,2019,Terrace,491,terrace,2019_terrace
3236,2020,Terrace,478,terrace,2020_terrace
3237,2021,Terrace,475,terrace,2021_terrace
3238,2022,Terrace,552,terrace,2022_terrace
3239,2023,Terrace,539,terrace,2023_terrace
3240,2024,Terrace,598,terrace,2024_terrace
3241,2025,Terrace,601,terrace,2025_terrace
3242,2026,Terrace,382,terrace,2026_terrace
3249,2010,Traverse,193,traverse,2010_traverse
3251,2012,Traverse,107,traverse,2012_traverse
3252,2013,Traverse,48,traverse,2013_traverse
3253,2014,Traverse,255,traverse,2014_traverse
3254,2015,Traverse,159,traverse,2015_traverse
3255,2016,Traverse,305,traverse,2016_traverse
3256,2017,Traverse,306,traverse,2017_traverse
3257,2018,Traverse,435,traverse,2018_traverse
3258,2019,Traverse,502,traverse,2019_traverse
3259,2020,Traverse,503,traverse,2020_traverse
3260,2021,Traverse,314,traverse,2021_traverse
3261,2022,Traverse,491,traverse,2022_traverse
3262,2023,Traverse,483,traverse,2023_traverse
3263,2024,Traverse,559,traverse,2024_traverse
3264,2025,Traverse,597,traverse,2025_traverse
3265,2026,Traverse,325,traverse,2026_traverse
3276,2014,Farook,100,farook,2014_farook
3291,2006,Char,95,char,2006_char
3292,2007,Char,159,char,2007_char
3293,2008,Char,468,char,2008_char
3294,2009,Char,546,char,2009_char
3295,2010,Char,420,char,2010_char
3296,2011,Char,385,char,2011_char
3297,2012,Char,313,char,2012_char
3298,2013,Char,307,char,2013_char
3299,2014,Char,307,char,2014_char
3300,2015,Char,369,char,2015_char
3301,2016,Char,289,char,2016_char
3302,2017,Char,305,char,2017_char
3303,2018,Char,300,char,2018_char
3304,2019,Char,268,char,2019_char
3305,2020,Char,328,char,2020_char
3306,2021,Char,307,char,2021_char
3307,2022,Char,333,char,2022_char
3308,2023,Char,347,char,2023_char
3309,2024,Char,397,char,2024_char
3310,2025,Char,501,char,2025_char
3311,2026,Char,210,char,2026_char
3314,2006,Chung Toi,100,chung toi,2006_chung toi
3330,2022,Chung Toi,5,chung toi,2022_chung toi
3342,2011,Down Fall,100,down fall,2011_down fall
3347,2016,Down Fall,53,down fall,2016_down fall
3349,2018,Down Fall,57,down fall,2018_down fall
3352,2021,Down Fall,75,down fall,2021_down fall
3355,2024,Down Fall,88,down fall,2024_down fall
3356,2025,Down Fall,41,down fall,2025_down fall
3357,2026,Down Fall,9,down fall,2026_down fall
3358,2004,Magic: The Gathering,100,magic the gathering,2004_magic the gathering
3359,2005,Magic: The Gathering,26,magic the gathering,2005_magic the gathering
3360,2006,Magic: The Gathering,24,magic the gathering,2006_magic the gathering
3361,2007,Magic: The Gathering,58,magic the gathering,2007_magic the gathering
3362,2008,Magic: The Gathering,72,magic the gathering,2008_magic the gathering
3363,2009,Magic: The Gathering,96,magic the gathering,2009_magic the gathering
3364,2010,Magic: The Gathering,117,magic the gathering,2010_magic the gathering
3365,2011,Magic: The Gathering,130,magic the gathering,2011_magic the gathering
3366,2012,Magic: The Gathering,132,magic the gathering,2012_magic the gathering
3367,2013,Magic: The Gathering,111,magic the gathering,2013_magic the gathering
3368,2014,Magic: The Gathering,127,magic the gathering,2014_magic the gathering
3369,2015,Magic: The Gathering,159,magic the gathering,2015_magic the gathering
3370,2016,Magic: The Gathering,134,magic the gathering,2016_magic the gathering
3371,2017,Magic: The Gathering,111,magic the gathering,2017_magic the gathering
3372,2018,Magic: The Gathering,98,magic the gathering,2018_magic the gathering
3373,2019,Magic: The Gathering,88,magic the gathering,2019_magic the gathering
3374,2020,Magic: The Gathering,74,magic the gathering,2020_magic the gathering
3375,2021,Magic: The Gathering,63,magic the gathering,2021_magic the gathering
3376,2022,Magic: The Gathering,88,magic the gathering,2022_magic the gathering
3377,2023,Magic: The Gathering,94,magic the gathering,2023_magic the gathering
3378,2024,Magic: The Gathering,93,magic the gathering,2024_magic the gathering
3379,2025,Magic: The Gathering,98,magic the gathering,2025_magic the gathering
3380,2026,Magic: The Gathering,40,magic the gathering,2026_magic the gathering
3386,2009,Touche',100,touche,2009_touche
3403,2026,Touche',27,touche,2026_touche
3409,2009,Continuo,100,continuo,2009_continuo
3416,2016,Continuo,39,continuo,2016_continuo
3417,2017,Continuo,27,continuo,2017_continuo
3420,2020,Continuo,52,continuo,2020_continuo
3421,2021,Continuo,68,continuo,2021_continuo
3422,2022,Continuo,51,continuo,2022_continuo
3423,2023,Continuo,82,continuo,2023_continuo
3426,2026,Continuo,6,continuo,2026_continuo
3428,2005,Duo,90,duo,2005_duo
3429,2006,Duo,297,duo,2006_duo
3430,2007,Duo,395,duo,2007_duo
3431,2008,Duo,331,duo,2008_duo
3432,2009,Duo,269,duo,2009_duo
3433,2010,Duo,266,duo,2010_duo
3434,2011,Duo,239,duo,2011_duo
3435,2012,Duo,222,duo,2012_duo
3436,2013,Duo,231,duo,2013_duo
3437,2014,Duo,208,duo,2014_duo
3438,2015,Duo,201,duo,2015_duo
3439,2016,Duo,201,duo,2016_duo
3440,2017,Duo,222,duo,2017_duo
3441,2018,Duo,241,duo,2018_duo
3442,2019,Duo,250,duo,2019_duo
3443,2020,Duo,468,duo,2020_duo
3444,2021,Duo,315,duo,2021_duo
3445,2022,Duo,366,duo,2022_duo
3446,2023,Duo,381,duo,2023_duo
3447,2024,Duo,379,duo,2024_duo
3448,2025,Duo,463,duo,2025_duo
3449,2026,Duo,245,duo,2026_duo
3456,2010,Quixo,100,quixo,2010_quixo
3458,2012,Quixo,51,quixo,2012_quixo
3468,2022,Quixo,24,quixo,2022_quixo
3469,2023,Quixo,108,quixo,2023_quixo
3470,2024,Quixo,85,quixo,2024_quixo
3472,2026,Quixo,3,quixo,2026_quixo
3478,2009,The Great Dalmuti,100,the great dalmuti,2009_the great dalmuti
3480,2011,The Great Dalmuti,44,the great dalmuti,2011_the great dalmuti
3481,2012,The Great Dalmuti,138,the great dalmuti,2012_the great dalmuti
3482,2013,The Great Dalmuti,127,the great dalmuti,2013_the great dalmuti
3483,2014,The Great Dalmuti,101,the great dalmuti,2014_the great dalmuti
3484,2015,The Great Dalmuti,51,the great dalmuti,2015_the great dalmuti
3485,2016,The Great Dalmuti,79,the great dalmuti,2016_the great dalmuti
3486,2017,The Great Dalmuti,23,the great dalmuti,2017_the great dalmuti
3487,2018,The Great Dalmuti,72,the great dalmuti,2018_the great dalmuti
3488,2019,The Great Dalmuti,74,the great dalmuti,2019_the great dalmuti
3489,2020,The Great Dalmuti,165,the great dalmuti,2020_the great dalmuti
3490,2021,The Great Dalmuti,108,the great dalmuti,2021_the great dalmuti
3491,2022,The Great Dalmuti,163,the great dalmuti,2022_the great dalmuti
3492,2023,The Great Dalmuti,154,the great dalmuti,2023_the great dalmuti
3493,2024,The Great Dalmuti,118,the great dalmuti,2024_the great dalmuti
3494,2025,The Great Dalmuti,190,the great dalmuti,2025_the great dalmuti
3495,2026,The Great Dalmuti,39,the great dalmuti,2026_the great dalmuti
3499,2007,Fluxx,64,fluxx,2007_fluxx
3500,2008,Fluxx,73,fluxx,2008_fluxx
3501,2009,Fluxx,238,fluxx,2009_fluxx
3502,2010,Fluxx,219,fluxx,2010_fluxx
3503,2011,Fluxx,150,fluxx,2011_fluxx
3504,2012,Fluxx,259,fluxx,2012_fluxx
3505,2013,Fluxx,445,fluxx,2013_fluxx
3506,2014,Fluxx,386,fluxx,2014_fluxx
3507,2015,Fluxx,480,fluxx,2015_fluxx
3508,2016,Fluxx,489,fluxx,2016_fluxx
3509,2017,Fluxx,369,fluxx,2017_fluxx
3510,2018,Fluxx,362,fluxx,2018_fluxx
3511,2019,Fluxx,381,fluxx,2019_fluxx
3512,2020,Fluxx,302,fluxx,2020_fluxx
3513,2021,Fluxx,247,fluxx,2021_fluxx
3514,2022,Fluxx,235,fluxx,2022_fluxx
3515,2023,Fluxx,236,fluxx,2023_fluxx
3516,2024,Fluxx,241,fluxx,2024_fluxx
3517,2025,Fluxx,206,fluxx,2025_fluxx
3518,2026,Fluxx,78,fluxx,2026_fluxx
3520,2005,Quiddler,100,quiddler,2005_quiddler
3523,2008,Quiddler,153,quiddler,2008_quiddler
3524,2009,Quiddler,287,quiddler,2009_quiddler
3525,2010,Quiddler,134,quiddler,2010_quiddler
3526,2011,Quiddler,68,quiddler,2011_quiddler
3527,2012,Quiddler,32,quiddler,2012_quiddler
3528,2013,Quiddler,88,quiddler,2013_quiddler
3529,2014,Quiddler,50,quiddler,2014_quiddler
3530,2015,Quiddler,59,quiddler,2015_quiddler
3531,2016,Quiddler,20,quiddler,2016_quiddler
3532,2017,Quiddler,50,quiddler,2017_quiddler
3533,2018,Quiddler,95,quiddler,2018_quiddler
3534,2019,Quiddler,93,quiddler,2019_quiddler
3535,2020,Quiddler,120,quiddler,2020_quiddler
3536,2021,Quiddler,89,quiddler,2021_quiddler
3537,2022,Quiddler,120,quiddler,2022_quiddler
3538,2023,Quiddler,111,quiddler,2023_quiddler
3539,2024,Quiddler,108,quiddler,2024_quiddler
3540,2025,Quiddler,121,quiddler,2025_quiddler
3541,2026,Quiddler,47,quiddler,2026_quiddler
3549,2011,Avalam,100,avalam,2011_avalam
3559,2021,Avalam,41,avalam,2021_avalam
3561,2023,Avalam,52,avalam,2023_avalam
3587,2026,Cube Checkers,100,cube checkers,2026_cube checkers
3610,2026,Kram,100,kram,2026_kram
3612,2005,Spy Alley,100,spy alley,2005_spy alley
3618,2011,Spy Alley,16,spy alley,2011_spy alley
3619,2012,Spy Alley,15,spy alley,2012_spy alley
3620,2013,Spy Alley,45,spy alley,2013_spy alley
3621,2014,Spy Alley,37,spy alley,2014_spy alley
3622,2015,Spy Alley,108,spy alley,2015_spy alley
3623,2016,Spy Alley,130,spy alley,2016_spy alley
3624,2017,Spy Alley,90,spy alley,2017_spy alley
3625,2018,Spy Alley,87,spy alley,2018_spy alley
3626,2019,Spy Alley,118,spy alley,2019_spy alley
3627,2020,Spy Alley,97,spy alley,2020_spy alley
