,award,category,key,award_year,game_name,trend_value,clean_name
3127,,,2019_unlock,2019,Unlock!,383,unlock
3128,,,2020_unlock,2020,Unlock!,504,unlock
3129,,,2021_unlock,2021,Unlock!,403,unlock
3130,,,2022_unlock,2022,Unlock!,530,unlock
3131,,,2023_unlock,2023,Unlock!,550,unlock
3132,,,2024_unlock,2024,Unlock!,633,unlock
3133,,,2025_unlock,2025,Unlock!,623,unlock
3134,,,2026_unlock,2026,Unlock!,240,unlock
3135,,,2014_mysterium,2014,Mysterium,20,mysterium
3136,,,2015_mysterium,2015,Mysterium,371,mysterium
3137,As d'Or / Golden Ace,As d'Or Jeu de l'année,2016_mysterium,2016,Mysterium,522,mysterium
3138,,,2017_mysterium,2017,Mysterium,505,mysterium
3139,,,2018_mysterium,2018,Mysterium,478,mysterium
3140,,,2019_mysterium,2019,Mysterium,450,mysterium
3141,,,2020_mysterium,2020,Mysterium,545,mysterium
3142,,,2021_mysterium,2021,Mysterium,457,mysterium
3143,,,2022_mysterium,2022,Mysterium,515,mysterium
3144,,,2023_mysterium,2023,Mysterium,449,mysterium
3145,,,2024_mysterium,2024,Mysterium,458,mysterium
3146,,,2025_mysterium,2025,Mysterium,400,mysterium
3147,,,2026_mysterium,2026,Mysterium,131,mysterium
3148,,,2008_colt express,2008,Colt Express,34,colt express
3149,,,2014_colt express,2014,Colt Express,46,colt express
3150,As d'Or / Golden Ace,As d'Or Jeu de l'année,2015_colt express,2015,Colt Express,328,colt express
3151,Premio JdA,General,2015_colt express,2015,Colt Express,328,colt express
3152,Spiel des Jahres,General,2015_colt express,2015,Colt Express,328,colt express
3153,,,2016_colt express,2016,Colt Express,249,colt express
3154,,,2017_colt express,2017,Colt Express,209,colt express
3155,,,2018_colt express,2018,Colt Express,172,colt express
3156,,,2019_colt express,2019,Colt Express,157,colt express
3157,,,2020_colt express,2020,Colt Express,199,colt express
3158,,,2021_colt express,2021,Colt Express,131,colt express
3159,,,2022_colt express,2022,Colt Express,130,colt express
3160,,,2023_colt express,2023,Colt Express,120,colt express
3161,,,2024_colt express,2024,Colt Express,107,colt express
3162,,,2025_colt express,2025,Colt Express,107,colt express
3163,,,2026_colt express,2026,Colt Express,38,colt express
3164,,,2010_five tribes,2010,Five Tribes,78,five tribes
3165,Board Game Quest Awards,General,2014_five tribes,2014,Five Tribes,338,five tribes
3166,As d'Or / Golden Ace,As d'Or Jeu de l'année Grand Prix,2015_five tribes,2015,Five Tribes,699,five tribes
3167,,,2016_five tribes,2016,Five Tribes,414,five tribes
3168,,,2017_five tribes,2017,Five Tribes,314,five tribes
3169,,,2018_five tribes,2018,Five Tribes,343,five tribes
3170,,,2019_five tribes,2019,Five Tribes,284,five tribes
3171,,,2020_five tribes,2020,Five Tribes,334,five tribes
3172,,,2021_five tribes,2021,Five Tribes,274,five tribes
3173,,,2022_five tribes,2022,Five Tribes,241,five tribes
3174,,,2023_five tribes,2023,Five Tribes,176,five tribes
3175,,,2024_five tribes,2024,Five Tribes,234,five tribes
3176,,,2025_five tribes,2025,Five Tribes,198,five tribes
3177,,,2026_five tribes,2026,Five Tribes,69,five tribes
3178,,,2005_la chasse aux gigamons,2005,La Chasse aux Gigamons,100,la chasse aux gigamons
3179,,,2013_loony quest,2013,Loony Quest,71,loony quest
3180,As d'Or / Golden Ace,As d'Or Jeu de l'année Prix du Jury,2015_loony quest,2015,Loony Quest,330,loony quest
3181,,,2016_loony quest,2016,Loony Quest,73,loony quest
3182,,,2017_loony quest,2017,Loony Quest,67,loony quest
3183,,,2019_loony quest,2019,Loony Quest,60,loony quest
3184,,,2021_loony quest,2021,Loony Quest,56,loony quest
3185,,,2023_loony quest,2023,Loony Quest,40,loony quest
3186,,,2009_foundations of rome,2009,Foundations of Rome,100,foundations of rome
3187,,,2020_foundations of rome,2020,Foundations of Rome,54,foundations of rome
3188,Board Game Quest Awards,General,2022_foundations of rome,2022,Foundations of Rome,273,foundations of rome
3189,,,2023_foundations of rome,2023,Foundations of Rome,246,foundations of rome
3190,,,2024_foundations of rome,2024,Foundations of Rome,179,foundations of rome
3191,,,2025_foundations of rome,2025,Foundations of Rome,80,foundations of rome
3192,,,2026_foundations of rome,2026,Foundations of Rome,53,foundations of rome
3193,,,2006_oath chronicles of empire and exile,2006,Oath: Chronicles of Empire and Exile,100,oath chronicles of empire and exile
3194,,,2018_oath chronicles of empire and exile,2018,Oath: Chronicles of Empire and Exile,8,oath chronicles of empire and exile
3195,,,2022_oath chronicles of empire and exile,2022,Oath: Chronicles of Empire and Exile,6,oath chronicles of empire and exile
3196,Board Game Quest Awards,General,2017_clans of caledonia,2017,Clans of Caledonia,243,clans of caledonia
3197,,,2018_clans of caledonia,2018,Clans of Caledonia,428,clans of caledonia
3198,,,2019_clans of caledonia,2019,Clans of Caledonia,188,clans of caledonia
3199,,,2020_clans of caledonia,2020,Clans of Caledonia,197,clans of caledonia
3200,,,2022_clans of caledonia,2022,Clans of Caledonia,51,clans of caledonia
3201,,,2023_clans of caledonia,2023,Clans of Caledonia,46,clans of caledonia
3202,,,2024_clans of caledonia,2024,Clans of Caledonia,30,clans of caledonia
3203,,,2025_clans of caledonia,2025,Clans of Caledonia,29,clans of caledonia
3204,,,2026_clans of caledonia,2026,Clans of Caledonia,8,clans of caledonia
3205,Board Game Quest Awards,General,2016_terraforming mars,2016,Terraforming Mars,179,terraforming mars
3206,Deutscher Spiele Preis,General,2017_terraforming mars,2017,Terraforming Mars,510,terraforming mars
3207,Le Diamant d'Or,diamant d'argent,2017_terraforming mars,2017,Terraforming Mars,510,terraforming mars
3208,,,2018_terraforming mars,2018,Terraforming Mars,538,terraforming mars
3209,,,2019_terraforming mars,2019,Terraforming Mars,618,terraforming mars
3210,,,2020_terraforming mars,2020,Terraforming Mars,755,terraforming mars
3211,,,2021_terraforming mars,2021,Terraforming Mars,524,terraforming mars
3212,,,2022_terraforming mars,2022,Terraforming Mars,641,terraforming mars
3213,,,2023_terraforming mars,2023,Terraforming Mars,586,terraforming mars
3214,,,2024_terraforming mars,2024,Terraforming Mars,661,terraforming mars
3215,,,2025_terraforming mars,2025,Terraforming Mars,567,terraforming mars
3216,,,2026_terraforming mars,2026,Terraforming Mars,252,terraforming mars
3217,,,2014_pandemic legacy,2014,Pandemic Legacy,5,pandemic legacy
3218,Board Game Quest Awards,General,2015_pandemic legacy,2015,Pandemic Legacy,290,pandemic legacy
3219,Premio JdA,General,2016_pandemic legacy,2016,Pandemic Legacy,525,pandemic legacy
3220,,,2017_pandemic legacy,2017,Pandemic Legacy,530,pandemic legacy
3221,,,2018_pandemic legacy,2018,Pandemic Legacy,407,pandemic legacy
3222,,,2019_pandemic legacy,2019,Pandemic Legacy,308,pandemic legacy
3223,,,2020_pandemic legacy,2020,Pandemic Legacy,416,pandemic legacy
3224,,,2021_pandemic legacy,2021,Pandemic Legacy,217,pandemic legacy
3225,,,2022_pandemic legacy,2022,Pandemic Legacy,193,pandemic legacy
3226,,,2023_pandemic legacy,2023,Pandemic Legacy,189,pandemic legacy
3227,,,2024_pandemic legacy,2024,Pandemic Legacy,202,pandemic legacy
3228,,,2025_pandemic legacy,2025,Pandemic Legacy,171,pandemic legacy
3229,,,2026_pandemic legacy,2026,Pandemic Legacy,58,pandemic legacy
3230,,,2004_nations,2004,Nations,826,nations
3231,,,2005_nations,2005,Nations,417,nations
3232,,,2006_nations,2006,Nations,349,nations
3233,,,2007_nations,2007,Nations,234,nations
3234,,,2008_nations,2008,Nations,269,nations
3235,,,2009_nations,2009,Nations,268,nations
3236,,,2010_nations,2010,Nations,259,nations
3237,,,2011_nations,2011,Nations,261,nations
3238,,,2012_nations,2012,Nations,256,nations
3239,Board Game Quest Awards,General,2013_nations,2013,Nations,275,nations
3240,Jogo do Ano,General,2014_nations,2014,Nations,306,nations
3241,,,2015_nations,2015,Nations,246,nations
3242,,,2016_nations,2016,Nations,190,nations
3243,,,2017_nations,2017,Nations,169,nations
3244,,,2018_nations,2018,Nations,170,nations
3245,,,2019_nations,2019,Nations,142,nations
3246,,,2020_nations,2020,Nations,190,nations
3247,,,2021_nations,2021,Nations,107,nations
3248,,,2022_nations,2022,Nations,165,nations
3249,,,2023_nations,2023,Nations,141,nations
3250,,,2024_nations,2024,Nations,177,nations
3251,,,2025_nations,2025,Nations,223,nations
3252,,,2026_nations,2026,Nations,100,nations
3253,,,2023_forest shuffle,2023,Forest Shuffle,186,forest shuffle
3254,Deutscher Spiele Preis,General,2024_forest shuffle,2024,Forest Shuffle,560,forest shuffle
3255,,,2025_forest shuffle,2025,Forest Shuffle,746,forest shuffle
3256,,,2026_forest shuffle,2026,Forest Shuffle,282,forest shuffle
3257,,,2004_ark nova,2004,Ark Nova,100,ark nova
3258,,,2007_ark nova,2007,Ark Nova,29,ark nova
3259,,,2020_ark nova,2020,Ark Nova,4,ark nova
3260,Golden Geek Award (2020 onwards),heavy,2021_ark nova,2021,Ark Nova,41,ark nova
3261,Deutscher Spiele Preis,General,2022_ark nova,2022,Ark Nova,547,ark nova
3262,Le Diamant d'Or,diamant d'or,2022_ark nova,2022,Ark Nova,547,ark nova
3263,,,2023_ark nova,2023,Ark Nova,438,ark nova
3264,,,2024_ark nova,2024,Ark Nova,371,ark nova
3265,,,2025_ark nova,2025,Ark Nova,389,ark nova
3266,,,2026_ark nova,2026,Ark Nova,155,ark nova
3267,,,2004_lost ruins of arnak,2004,Lost Ruins Of Arnak,100,lost ruins of arnak
3268,,,2009_lost ruins of arnak,2009,Lost Ruins Of Arnak,13,lost ruins of arnak
3269,,,2014_lost ruins of arnak,2014,Lost Ruins Of Arnak,6,lost ruins of arnak
3270,Board Game Quest Awards,General,2020_lost ruins of arnak,2020,Lost Ruins Of Arnak,17,lost ruins of arnak
3271,Golden Geek Award (2020 onwards),medium,2020_lost ruins of arnak,2020,Lost Ruins Of Arnak,17,lost ruins of arnak
3272,Deutscher Spiele Preis,General,2021_lost ruins of arnak,2021,Lost Ruins Of Arnak,75,lost ruins of arnak
3273,American Tabletop Awards,Complex Games,2022_lost ruins of arnak,2022,Lost Ruins Of Arnak,83,lost ruins of arnak
3274,,,2023_lost ruins of arnak,2023,Lost Ruins Of Arnak,65,lost ruins of arnak
3275,,,2024_lost ruins of arnak,2024,Lost Ruins Of Arnak,72,lost ruins of arnak
3276,,,2025_lost ruins of arnak,2025,Lost Ruins Of Arnak,76,lost ruins of arnak
3277,,,2026_lost ruins of arnak,2026,Lost Ruins Of Arnak,27,lost ruins of arnak
3278,,,2012_the crew,2012,The Crew,19,the crew
3279,,,2013_the crew,2013,The Crew,15,the crew
3280,,,2014_the crew,2014,The Crew,121,the crew
3281,,,2015_the crew,2015,The Crew,160,the crew
3282,,,2016_the crew,2016,The Crew,131,the crew
3283,,,2017_the crew,2017,The Crew,100,the crew
3284,,,2018_the crew,2018,The Crew,98,the crew
3285,,,2019_the crew,2019,The Crew,104,the crew
3286,Deutscher Spiele Preis,General,2020_the crew,2020,The Crew,518,the crew
3287,,,2021_the crew,2021,The Crew,492,the crew
3288,,,2022_the crew,2022,The Crew,447,the crew
3289,,,2023_the crew,2023,The Crew,409,the crew
3290,,,2024_the crew,2024,The Crew,486,the crew
3291,,,2025_the crew,2025,The Crew,522,the crew
3292,,,2026_the crew,2026,The Crew,232,the crew
3293,,,2008_mombasa,2008,Mombasa,79,mombasa
3294,,,2015_mombasa,2015,Mombasa,128,mombasa
3295,Deutscher Spiele Preis,General,2016_mombasa,2016,Mombasa,477,mombasa
3296,Jogo do Ano,General,2016_mombasa,2016,Mombasa,477,mombasa
3297,,,2017_mombasa,2017,Mombasa,421,mombasa
3298,,,2018_mombasa,2018,Mombasa,258,mombasa
3299,,,2019_mombasa,2019,Mombasa,252,mombasa
3300,,,2020_mombasa,2020,Mombasa,183,mombasa
3301,,,2021_mombasa,2021,Mombasa,217,mombasa
3302,,,2022_mombasa,2022,Mombasa,190,mombasa
3303,,,2023_mombasa,2023,Mombasa,135,mombasa
3304,,,2024_mombasa,2024,Mombasa,85,mombasa
3305,,,2025_mombasa,2025,Mombasa,86,mombasa
3306,,,2026_mombasa,2026,Mombasa,38,mombasa
3307,Deutscher Spiele Preis,General,2015_the voyages of marco polo,2015,The Voyages of Marco Polo,100,the voyages of marco polo
3308,,,2013_russian railroads,2013,Russian Railroads,97,russian railroads
3309,Deutscher Spiele Preis,General,2014_russian railroads,2014,Russian Railroads,394,russian railroads
3310,,,2015_russian railroads,2015,Russian Railroads,192,russian railroads
3311,,,2017_russian railroads,2017,Russian Railroads,45,russian railroads
3312,,,2018_russian railroads,2018,Russian Railroads,46,russian railroads
3313,,,2019_russian railroads,2019,Russian Railroads,43,russian railroads
3314,,,2020_russian railroads,2020,Russian Railroads,83,russian railroads
3315,,,2021_russian railroads,2021,Russian Railroads,66,russian railroads
3316,,,2025_russian railroads,2025,Russian Railroads,39,russian railroads
3317,,,2026_russian railroads,2026,Russian Railroads,53,russian railroads
3318,,,2006_terra mystica,2006,Terra Mystica,100,terra mystica
3319,,,2012_terra mystica,2012,Terra Mystica,61,terra mystica
3320,Deutscher Spiele Preis,General,2013_terra mystica,2013,Terra Mystica,395,terra mystica
3321,Golden Geek Award (Till 2019),General,2013_terra mystica,2013,Terra Mystica,395,terra mystica
3322,,,2014_terra mystica,2014,Terra Mystica,502,terra mystica
3323,,,2015_terra mystica,2015,Terra Mystica,573,terra mystica
3324,,,2016_terra mystica,2016,Terra Mystica,434,terra mystica
3325,,,2017_terra mystica,2017,Terra Mystica,462,terra mystica
3326,,,2018_terra mystica,2018,Terra Mystica,362,terra mystica
3327,,,2019_terra mystica,2019,Terra Mystica,298,terra mystica
3328,,,2020_terra mystica,2020,Terra Mystica,309,terra mystica
3329,,,2021_terra mystica,2021,Terra Mystica,241,terra mystica
3330,,,2022_terra mystica,2022,Terra Mystica,251,terra mystica
3331,,,2023_terra mystica,2023,Terra Mystica,216,terra mystica
3332,,,2024_terra mystica,2024,Terra Mystica,228,terra mystica
3333,,,2025_terra mystica,2025,Terra Mystica,202,terra mystica
3334,,,2026_terra mystica,2026,Terra Mystica,62,terra mystica
3335,,,2004_village,2004,Village,593,village
3336,,,2005_village,2005,Village,583,village
3337,,,2006_village,2006,Village,568,village
3338,,,2007_village,2007,Village,604,village
3339,,,2008_village,2008,Village,571,village
3340,,,2009_village,2009,Village,588,village
3341,,,2010_village,2010,Village,531,village
3342,,,2011_village,2011,Village,504,village
3343,Deutscher Spiele Preis,General,2012_village,2012,Village,548,village
3344,Spiel des Jahre,Kennerspiel des Jahres,2012_village,2012,Village,548,village
3345,,,2013_village,2013,Village,526,village
3346,,,2014_village,2014,Village,479,village
3347,,,2015_village,2015,Village,498,village
3348,,,2016_village,2016,Village,482,village
3349,,,2017_village,2017,Village,508,village
3350,,,2018_village,2018,Village,493,village
3351,,,2019_village,2019,Village,492,village
3352,,,2020_village,2020,Village,459,village
3353,,,2021_village,2021,Village,454,village
3354,,,2022_village,2022,Village,484,village
3355,,,2023_village,2023,Village,517,village
3356,,,2024_village,2024,Village,496,village
3357,,,2025_village,2025,Village,530,village
3358,,,2026_village,2026,Village,272,village
3359,,,2010_7 wonders,2010,7 Wonders,91,7 wonders
3360,Deutscher Spiele Preis,General,2011_7 wonders,2011,7 Wonders,460,7 wonders
3361,Spiel des Jahre,Kennerspiel des Jahres,2011_7 wonders,2011,7 Wonders,460,7 wonders
3362,,,2012_7 wonders,2012,7 Wonders,492,7 wonders
3363,,,2013_7 wonders,2013,7 Wonders,450,7 wonders
3364,,,2014_7 wonders,2014,7 Wonders,455,7 wonders
3365,,,2015_7 wonders,2015,7 Wonders,548,7 wonders
3366,,,2016_7 wonders,2016,7 Wonders,511,7 wonders
3367,,,2017_7 wonders,2017,7 Wonders,522,7 wonders
3368,,,2018_7 wonders,2018,7 Wonders,479,7 wonders
3369,,,2019_7 wonders,2019,7 Wonders,493,7 wonders
3370,,,2020_7 wonders,2020,7 Wonders,692,7 wonders
3371,,,2021_7 wonders,2021,7 Wonders,526,7 wonders
3372,,,2022_7 wonders,2022,7 Wonders,557,7 wonders
3373,,,2023_7 wonders,2023,7 Wonders,540,7 wonders
3374,,,2024_7 wonders,2024,7 Wonders,606,7 wonders
3375,,,2025_7 wonders,2025,7 Wonders,656,7 wonders
3376,,,2026_7 wonders,2026,7 Wonders,253,7 wonders
3377,Deutscher Spiele Preis,General,2010_fresco,2010,Fresco,320,fresco
3378,,,2011_fresco,2011,Fresco,43,fresco
3379,,,2012_fresco,2012,Fresco,357,fresco
3380,,,2013_fresco,2013,Fresco,217,fresco
3381,,,2014_fresco,2014,Fresco,394,fresco
3382,,,2015_fresco,2015,Fresco,365,fresco
3383,,,2016_fresco,2016,Fresco,332,fresco
3384,,,2017_fresco,2017,Fresco,440,fresco
3385,,,2018_fresco,2018,Fresco,305,fresco
3386,,,2019_fresco,2019,Fresco,340,fresco
3387,,,2020_fresco,2020,Fresco,374,fresco
3388,,,2021_fresco,2021,Fresco,318,fresco
3389,,,2022_fresco,2022,Fresco,340,fresco
3390,,,2023_fresco,2023,Fresco,314,fresco
3391,,,2024_fresco,2024,Fresco,288,fresco
3392,,,2025_fresco,2025,Fresco,313,fresco
3393,,,2026_fresco,2026,Fresco,125,fresco
3394,,,2004_dominion,2004,Dominion,62,dominion
3395,,,2005_dominion,2005,Dominion,26,dominion
3396,,,2006_dominion,2006,Dominion,32,dominion
3397,,,2007_dominion,2007,Dominion,52,dominion
3398,,,2008_dominion,2008,Dominion,90,dominion
3399,Deutscher Spiele Preis,General,2009_dominion,2009,Dominion,460,dominion
3400,Golden Geek Award (Till 2019),General,2009_dominion,2009,Dominion,460,dominion
3401,Mensa Select,General,2009_dominion,2009,Dominion,460,dominion
3402,Spiel des Jahres,General,2009_dominion,2009,Dominion,460,dominion
3403,,,2010_dominion,2010,Dominion,539,dominion
3404,,,2011_dominion,2011,Dominion,513,dominion
3405,,,2012_dominion,2012,Dominion,473,dominion
3406,,,2013_dominion,2013,Dominion,396,dominion
3407,,,2014_dominion,2014,Dominion,387,dominion
3408,,,2015_dominion,2015,Dominion,380,dominion
3409,,,2016_dominion,2016,Dominion,306,dominion
3410,,,2017_dominion,2017,Dominion,311,dominion
3411,,,2018_dominion,2018,Dominion,272,dominion
3412,,,2019_dominion,2019,Dominion,257,dominion
3413,,,2020_dominion,2020,Dominion,327,dominion
3414,,,2021_dominion,2021,Dominion,275,dominion
3415,,,2022_dominion,2022,Dominion,296,dominion
3416,,,2023_dominion,2023,Dominion,263,dominion
3417,,,2024_dominion,2024,Dominion,281,dominion
3418,,,2025_dominion,2025,Dominion,251,dominion
3419,,,2026_dominion,2026,Dominion,94,dominion
3420,,,2006_agricola,2006,Agricola,19,agricola
3421,,,2007_agricola,2007,Agricola,57,agricola
3422,Deutscher Spiele Preis,General,2008_agricola,2008,Agricola,490,agricola
3423,Jogo do Ano,General,2008_agricola,2008,Agricola,490,agricola
3424,Golden Geek Award (Till 2019),General,2008_agricola,2008,Agricola,490,agricola
3425,Premio JdA,General,2008_agricola,2008,Agricola,490,agricola
3426,,,2009_agricola,2009,Agricola,551,agricola
3427,,,2010_agricola,2010,Agricola,438,agricola
3428,,,2011_agricola,2011,Agricola,334,agricola
3429,,,2012_agricola,2012,Agricola,355,agricola
3430,,,2013_agricola,2013,Agricola,376,agricola
3431,,,2014_agricola,2014,Agricola,335,agricola
3432,,,2015_agricola,2015,Agricola,324,agricola
3433,,,2016_agricola,2016,Agricola,288,agricola
3434,,,2017_agricola,2017,Agricola,276,agricola
3435,,,2018_agricola,2018,Agricola,242,agricola
3436,,,2019_agricola,2019,Agricola,219,agricola
3437,,,2020_agricola,2020,Agricola,247,agricola
3438,,,2021_agricola,2021,Agricola,183,agricola
3439,,,2022_agricola,2022,Agricola,194,agricola
3440,,,2023_agricola,2023,Agricola,176,agricola
3441,,,2024_agricola,2024,Agricola,187,agricola
3442,,,2025_agricola,2025,Agricola,192,agricola
3443,,,2026_agricola,2026,Agricola,66,agricola
3444,Deutscher Spiele Preis,General,2007_the pillars of the earth,2007,The Pillars of the Earth,24,the pillars of the earth
3445,,,2008_the pillars of the earth,2008,The Pillars of the Earth,84,the pillars of the earth
3446,,,2009_the pillars of the earth,2009,The Pillars of the Earth,23,the pillars of the earth
3447,,,2010_the pillars of the earth,2010,The Pillars of the Earth,337,the pillars of the earth
3448,,,2011_the pillars of the earth,2011,The Pillars of the Earth,209,the pillars of the earth
3449,,,2012_the pillars of the earth,2012,The Pillars of the Earth,118,the pillars of the earth
3450,,,2013_the pillars of the earth,2013,The Pillars of the Earth,106,the pillars of the earth
3451,,,2014_the pillars of the earth,2014,The Pillars of the Earth,74,the pillars of the earth
3452,,,2015_the pillars of the earth,2015,The Pillars of the Earth,66,the pillars of the earth
3453,,,2016_the pillars of the earth,2016,The Pillars of the Earth,52,the pillars of the earth
3454,,,2017_the pillars of the earth,2017,The Pillars of the Earth,65,the pillars of the earth
3455,,,2018_the pillars of the earth,2018,The Pillars of the Earth,78,the pillars of the earth
3456,,,2019_the pillars of the earth,2019,The Pillars of the Earth,48,the pillars of the earth
3457,,,2020_the pillars of the earth,2020,The Pillars of the Earth,49,the pillars of the earth
3458,,,2021_the pillars of the earth,2021,The Pillars of the Earth,49,the pillars of the earth
3459,,,2022_the pillars of the earth,2022,The Pillars of the Earth,37,the pillars of the earth
3460,,,2023_the pillars of the earth,2023,The Pillars of the Earth,38,the pillars of the earth
3461,,,2024_the pillars of the earth,2024,The Pillars of the Earth,37,the pillars of the earth
3462,,,2025_the pillars of the earth,2025,The Pillars of the Earth,38,the pillars of the earth
3463,,,2026_the pillars of the earth,2026,The Pillars of the Earth,17,the pillars of the earth
3464,,,2005_caylus,2005,Caylus,81,caylus
3465,Deutscher Spiele Preis,General,2006_caylus,2006,Caylus,356,caylus
3466,Golden Geek Award (Till 2019),General,2006_caylus,2006,Caylus,356,caylus
3467,,,2007_caylus,2007,Caylus,275,caylus
3468,,,2008_caylus,2008,Caylus,162,caylus
3469,,,2009_caylus,2009,Caylus,119,caylus
3470,,,2010_caylus,2010,Caylus,119,caylus
3471,,,2011_caylus,2011,Caylus,113,caylus
3472,,,2012_caylus,2012,Caylus,134,caylus
3473,,,2013_caylus,2013,Caylus,110,caylus
3474,,,2014_caylus,2014,Caylus,94,caylus
3475,,,2015_caylus,2015,Caylus,90,caylus
3476,,,2016_caylus,2016,Caylus,82,caylus
3477,,,2017_caylus,2017,Caylus,87,caylus
3478,,,2018_caylus,2018,Caylus,93,caylus
3479,,,2019_caylus,2019,Caylus,147,caylus
3480,,,2020_caylus,2020,Caylus,289,caylus
3481,,,2021_caylus,2021,Caylus,389,caylus
3482,,,2022_caylus,2022,Caylus,345,caylus
3483,,,2023_caylus,2023,Caylus,290,caylus
3484,,,2024_caylus,2024,Caylus,279,caylus
3485,,,2025_caylus,2025,Caylus,639,caylus
3486,,,2026_caylus,2026,Caylus,395,caylus
3487,,,2009_louis xiv,2009,Louis XIV,100,louis xiv
3488,,,2026_louis xiv,2026,Louis XIV,2,louis xiv
3489,,,2014_saint petersburg,2014,Saint Petersburg,100,saint petersburg
3490,,,2018_saint petersburg,2018,Saint Petersburg,84,saint petersburg
3491,,,2020_saint petersburg,2020,Saint Petersburg,162,saint petersburg
3492,,,2024_saint petersburg,2024,Saint Petersburg,156,saint petersburg
3493,,,2026_saint petersburg,2026,Saint Petersburg,15,saint petersburg
3494,,,2014_amunre,2014,Amun-Re,100,amunre
3495,,,2018_amunre,2018,Amun-Re,61,amunre
3496,,,2023_amunre,2023,Amun-Re,69,amunre
3497,,,2025_amunre,2025,Amun-Re,57,amunre
3498,,,2026_amunre,2026,Amun-Re,7,amunre
3499,,,2004_puerto rico,2004,Puerto Rico,650,puerto rico
3500,,,2005_puerto rico,2005,Puerto Rico,531,puerto rico
3501,,,2006_puerto rico,2006,Puerto Rico,544,puerto rico
3502,,,2007_puerto rico,2007,Puerto Rico,409,puerto rico
3503,,,2008_puerto rico,2008,Puerto Rico,392,puerto rico
3504,,,2009_puerto rico,2009,Puerto Rico,374,puerto rico
3505,,,2010_puerto rico,2010,Puerto Rico,331,puerto rico
3506,,,2011_puerto rico,2011,Puerto Rico,322,puerto rico
3507,,,2012_puerto rico,2012,Puerto Rico,301,puerto rico
3508,,,2013_puerto rico,2013,Puerto Rico,273,puerto rico
3509,,,2014_puerto rico,2014,Puerto Rico,253,puerto rico
3510,,,2015_puerto rico,2015,Puerto Rico,256,puerto rico
3511,,,2016_puerto rico,2016,Puerto Rico,208,puerto rico
3512,,,2017_puerto rico,2017,Puerto Rico,202,puerto rico
3513,,,2018_puerto rico,2018,Puerto Rico,174,puerto rico
3514,,,2019_puerto rico,2019,Puerto Rico,157,puerto rico
3515,,,2020_puerto rico,2020,Puerto Rico,170,puerto rico
3516,,,2021_puerto rico,2021,Puerto Rico,129,puerto rico
3517,,,2022_puerto rico,2022,Puerto Rico,134,puerto rico
3518,,,2023_puerto rico,2023,Puerto Rico,134,puerto rico
3519,,,2024_puerto rico,2024,Puerto Rico,140,puerto rico
3520,,,2025_puerto rico,2025,Puerto Rico,161,puerto rico
3521,,,2026_puerto rico,2026,Puerto Rico,98,puerto rico
3522,,,2004_carcassonne,2004,Carcassonne,784,carcassonne
3523,,,2005_carcassonne,2005,Carcassonne,823,carcassonne
3524,,,2006_carcassonne,2006,Carcassonne,715,carcassonne
3525,,,2007_carcassonne,2007,Carcassonne,648,carcassonne
3526,,,2008_carcassonne,2008,Carcassonne,584,carcassonne
3527,,,2009_carcassonne,2009,Carcassonne,583,carcassonne
3528,,,2010_carcassonne,2010,Carcassonne,624,carcassonne
3529,,,2011_carcassonne,2011,Carcassonne,577,carcassonne
3530,,,2012_carcassonne,2012,Carcassonne,565,carcassonne
3531,,,2013_carcassonne,2013,Carcassonne,587,carcassonne
3532,,,2014_carcassonne,2014,Carcassonne,581,carcassonne
3533,,,2015_carcassonne,2015,Carcassonne,621,carcassonne
3534,,,2016_carcassonne,2016,Carcassonne,574,carcassonne
3535,,,2017_carcassonne,2017,Carcassonne,609,carcassonne
3536,,,2018_carcassonne,2018,Carcassonne,677,carcassonne
3537,,,2019_carcassonne,2019,Carcassonne,659,carcassonne
3538,,,2020_carcassonne,2020,Carcassonne,699,carcassonne
3539,,,2021_carcassonne,2021,Carcassonne,608,carcassonne
3540,,,2022_carcassonne,2022,Carcassonne,599,carcassonne
3541,,,2023_carcassonne,2023,Carcassonne,617,carcassonne
3542,,,2024_carcassonne,2024,Carcassonne,642,carcassonne
3543,,,2025_carcassonne,2025,Carcassonne,600,carcassonne
3544,,,2026_carcassonne,2026,Carcassonne,233,carcassonne
3545,,,2007_taj mahal,2007,Taj Mahal,268,taj mahal
3546,,,2008_taj mahal,2008,Taj Mahal,199,taj mahal
3547,,,2009_taj mahal,2009,Taj Mahal,277,taj mahal
3548,,,2010_taj mahal,2010,Taj Mahal,395,taj mahal
3549,,,2011_taj mahal,2011,Taj Mahal,413,taj mahal
3550,,,2012_taj mahal,2012,Taj Mahal,451,taj mahal
3551,,,2013_taj mahal,2013,Taj Mahal,513,taj mahal
3552,,,2014_taj mahal,2014,Taj Mahal,614,taj mahal
3553,,,2015_taj mahal,2015,Taj Mahal,621,taj mahal
3554,,,2016_taj mahal,2016,Taj Mahal,546,taj mahal
3555,,,2017_taj mahal,2017,Taj Mahal,510,taj mahal
3556,,,2018_taj mahal,2018,Taj Mahal,586,taj mahal
3557,,,2019_taj mahal,2019,Taj Mahal,479,taj mahal
3558,,,2020_taj mahal,2020,Taj Mahal,357,taj mahal
3559,,,2021_taj mahal,2021,Taj Mahal,303,taj mahal
3560,,,2022_taj mahal,2022,Taj Mahal,448,taj mahal
3561,,,2023_taj mahal,2023,Taj Mahal,476,taj mahal
